Title	Section	Description
Tulip (Tulipa spp.)	Description	"Tulips are a popular spring ornamental that are often grown as an indoor or garden plant. The leaves of the plant are long, narrow, and alternate. The flowers often grow singularly and have six tepals that can be any of a wide range of colors except for true blue. The tepals often grow in the shape of a cup, although bowl, goblet, and star shapes also exist, and the edges of the tepals may have ruffles or fringe. The plant grows from a papery, teardrop-shaped bulb that resembles and is sometimes mistaken for an onion."
Tulip (Tulipa spp.)	Distribution	"Tulips can be found as cultivated plants across North America, but the plants can occasionally be found naturalized in the wild as well. Tulipa sylvestris can sometimes be found in fields, waste areas, and roadsides in the northeastern portion of the United States, and Tulipa clusiana has been seen in the southwestern United States in California."
Tulip (Tulipa spp.)	Conditions of Poisoning	"Poisoning can occur after consumption of the flowers, stem, or bulb of the plant, although the bulb has the highest concentration of the toxin. Skin contact can sometimes cause irritation, although effects are usually quite mild."
Tulip (Tulipa spp.)	Toxic Principle	Tulipalin A and B.
Tulip (Tulipa spp.)	Clinical Signs	"Vomiting, hypersalivation, depression, diarrhea, stomach pains. Skin irritation is characterized by tingling, redness, and blisters that may spread beyond the point of contact, but effects are usually mild and brief."
Tulip (Tulipa spp.)	Animals Affected	"Humans, dogs, cats, horses"
Tulip (Tulipa spp.)	References Used	"Burrows, George E., & Tyrl, Ronald J. (2013). Toxic plants of North America. Hoboken: Wiley-Blackwell."
Tulip (Tulipa spp.)	References Used	https://plants.ces.ncsu.edu/plants/all/tulipa-spp/
Tulip (Tulipa spp.)	References Used	http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c252
Tulip (Tulipa spp.)	References Used	https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/tulip
Water Hemlock (Cicuta maculata L.)	Description	"This 2-10 feet tall herbaceous perennial or biennial native of the Umbelliferae family is very difficult to separate from other species of the same family. It has a tuberous root with 2-8 oblong tubers which are 1.5-3 inches long and about 1/2 inch thick at the thickest point near the middle and stem end. The purple-streaked stems are stout and erect with much branching. The stems are solid when very young, but become hollow with nodes where the leaflets are attached. The stems are chambered with horizontal diaphragm of pith tissue which are more closely arranged at the base of the stem. The horizontal plates of piths are most easily visible by cutting the stem base lengthwise."
Water Hemlock (Cicuta maculata L.)	Description	"The alternate leaves are pinnately 2-3 times compound. The leaves of most species are lanceolate, 2-5 inches long, and sharply toothed. The base of the long petioles clasp the stem."
Water Hemlock (Cicuta maculata L.)	Description	"Flowers are white and tiny (no more than 1/8 inch across), have 5 petals, and appear in loose compound umbels at branch ends in mid summer. Umbels measure from 2 to 8 inches across and become somewhat spherical in fruit. Fruits are ovoid and ribbed on the outer surface."
Water Hemlock (Cicuta maculata L.)	Description	New growth begins from tubers as well as from seeds. 
Water Hemlock (Cicuta maculata L.)	Distribution	"The water hemlock occurs throughout the state of Illinois. It is occasionally encountered in wet pastures and meadows and frequently in and along ditches, in the low ground near streams, in low woods, and around ponds and lakes. "
Water Hemlock (Cicuta maculata L.)	Conditions of Poisoning	"Water hemlock is among the most poisonous plants in Illinois. Although the leaves and fruit, either green or dried in hay, can be eaten without danger, a relatively small amount of the tuber will kill a cow in a short time. There is little danger during summer and fall as stock are not likely to browse on the tall coarse plants. But in early spring, the livestock will eat the young leaves and stems sprouting from the ground, and in doing so may pull the shallow tubers out of the soft wet ground and eat them also. "
Water Hemlock (Cicuta maculata L.)	Control	"In the early spring livestock should not be allowed to graze in meadows infested with water hemlock, for the young shoots are then springing up and animals can easily pull the poisonous tubers from the wet, soft ground."
Water Hemlock (Cicuta maculata L.)	Control	"Pastures should be free of this plant. It is easiest to remove plants in the early spring. If the plant is not to be removed, it can be kept from spreading by mowing the tops before the seeds form. If extensive marshy areas become infested, it may be necessary to drain the land and cultivate it for several years before animals can again be safely pastured there. "
Water Hemlock (Cicuta maculata L.)	Toxic Principle	"The toxic principle of water hemlock has been called cicutoxin and is a resinoid. It is a thick, yellow liquid with a carrot-like or raw parsnip-like odor. It is concentrated especially in the roots and the base of the stem at or below ground surface. The roots are toxic all year. Young leaves are nearly as toxic as roots, but mature leaves have been consumed in summer and autumn without associated problems."
Water Hemlock (Cicuta maculata L.)	Toxic Principle	"Ingestion of two ounces of water hemlock tubers can kill a sheep, and eight to ten ounces of mature plant can kill a cow."
Water Hemlock (Cicuta maculata L.)	Clinical Signs	"The clinical signs of water hemlock poisoning often follow a rather definite sequence. Frothing at the mouth may occur first, but this is quickly followed by uneasiness, frenzied movements, and other evidence of intense abdominal pain. Jerking of the muscles, twisting backward of the head and neck (opisthotonus), together with stiffening of the limbs, dilated pupils, and rolling eyeballs are followed by spasms of the diaphragm (in some species this may be associated with vomiting), convulsions, and death. The poison acts so quickly that the affected animal may die 15 minutes after the first abnormalities are noticed. "
Water Hemlock (Cicuta maculata L.)	Animals Affected	"Cattle, sheep"
Wild Onion (Allium spp.)	Description	"Wild onion (A. validum or A. canadense) is a bulbous herb of the Amaryllis family and is a close relative of cultivated onion (Allium cepa L.). It has a distinct onion odor. It has slender grass-like leaves and reaches about 2 feet in height when flowers appear in late summer. Leaves are narrow, long, and with parallel edges arising from the small underground bulb. Flowers, varying in color, depending on the species,  from white to pink, appear at the top of a leafless stem and eventually become bulblets which drop to the ground and propagate. "
Wild Onion (Allium spp.)	Description	It is thought that the name Chicago is derived from the smell of wild onions:
Wild Onion (Allium spp.)	Description	"""Indians, mainly Potawatomi, who were the most powerful tribe around the south end of Lake Michigan, hunted, traded furs, and occasionally camped in the area they called ""Checagou,"" evidently referring to the garlic wild onion smell which permeated the air."" -- Encyclopedia of Illinois, 2nd. Edition. Somerset Publishers, New York, 1994. p. 138."
Wild Onion (Allium spp.)	Distribution	Wild onion is found in meadows and woodlands in the northeastern and north central United States. Other species grow throughout the western United States. Several species of wild onion are found in Illinois with Allium canadense found in all counties. 
Wild Onion (Allium spp.)	Conditions of Poisoning	"Cattle are susceptible to onion poisoning and eating large amounts of this plant can cause death in this species. In areas where culled onions are grown commercially, they can be fed to cattle with few problems when the feed is mixed with ample amounts of other feed components. Poisoning may occur when cool spring weather delays growth of grass and wild onions are available in comparatively large amounts for cattle to graze. Horses and sheep are less susceptible, with goats being the least susceptible. In some cases, sheep may eat onions and show nothing more than slight hemoglobinemia. "
Wild Onion (Allium spp.)	Control	"Due to its easily-separable bulbs and thin, waxy leaves, wild onion can be difficult to remove both by hand pulling and through the use of herbicides. Using a trowel to dig up the entire bulb and roots can be effective and can help reduce the number of bulb and bulblets left in the ground. Steps to remove the plants should be taken during late fall in November and again in late winter/early spring before new plants are produced in March."
Wild Onion (Allium spp.)	Toxic Principle	"Both wild and cultivated onions contain the same toxic principle, N-propyl disulfide which primarily affects erythrocytes. The principle effects are related to hemolysis (rupture of red blood cells). This is believed to be secondary to oxidant-associated effects, and Heinz bodies may sometimes be evident in red blood cells. Other compounds are believed to be responsible for the lacrimator (tear producing) and antithrombotic (anti-clotting) effects associated with onions and garlic. Various sulfur-containing metabolites are probably responsible for the odors associated with ingestion of onions and garlic."
Wild Onion (Allium spp.)	Clinical Signs	"Urine discoloration may vary from wine red to almost black. Muscle weakness, rapid breathing, and a rapid heart rate may be noted if hemolysis is sufficiently severe. Some animals may be icteric (jaundiced) and/or have a characteristic onion odor to the breath. Loss of weight and appetite may also occur. Although severe toxicoses may be lethal, doses may cause only taste and odor problems in the milk of dairy cows."
Wild Onion (Allium spp.)	Animals Affected	"Cattle, cats, dogs, horses, sheep, goats"
