"Keywords"	"Section"	"Description"
"Buttercup"	"Description"	"The small-flowered buttercup is an erect, often widely branched smooth herb with a hollow stem. It grows 6 inches to 2 feet tall. It has two kinds of leaves: petioled basal leaves that are roundish and have scalloped edges, and alternately placed stem leaves that are stalkless, deeply divided, and made up of about 5 narrow lobes, often 3-pointed. Its flowers are yellow, are 1/4 inch wide or less, and have 5 petals, which are shorter than the 5 green sepals. After the flowers wither, numerous seeds form globose heads at the tops of the flower stalks.
The cursed buttercup (Ranunculus sceleratus L.) is similar to the small-flowered buttercup but has divided basal leaves. Its stems are hollow. The hooked buttercup (Ranunculus recurvatus Poir.), so-named because of its hook-tipped seeds, has long yellow petals that form a flower 1 inch wide. The swamp buttercup (R. septentrionalis Poir.) has 3-lobed leaves and bright-yellow flowers 1 inch or more wide. "
"Buttercup"	"Clinical_Signs"	"Buttercup poisoning causes cows to give less milk and may cause the milk to be bitter and red tinted. Severe poisoning brings on colic and diarrhea, with black foul-odored feces, nervousness, twitching of the ears and lips, difficult breathing, and eventually convulsions. The symptoms shown by horses and sheep are similar, but poisoned sheep are likely to fall suddenly. Pigs suspected of tall-buttercup poisoning have shown paralysis but not much digestive disorder. "
"Buttercup"	"Toxic_Principle"	"Ranunculus spp. contain the glycoside, ranunculin from which the poisonous principle, protoanemonin is released when the plant is crushed by virtue of enzymatic action which is activated by crushing. Protoanemonin is a volatile, yellow oil with a lactone moiety which is extremely prone to undergo spontaneous polymerization to yield the innocuous anemonin. Protoanemonin is a bitter tasting oil. "
"Buttercup"	"Conditions_of_Poisoning"	"Buttercups generally inhabit moist areas. Animals allowed to graze in woods, in wet meadows, and by ditches and streams browse the buttercups with other succulent plants. All animals are susceptible to buttercup poisoning, but cows are most often poisoned. Dried buttercups, however, are not poisonous; therefore animals can be fed buttercup-infested hay without danger. "
"Buttercup"	"Control"	"Animals should not be grazed in pastures heavily infested with buttercups, especially when other herbage is scant or dry. Buttercups are hard to destroy because of their tendency to inhabit moist and wet places. Mowing the plants each year before they produce seed will tend to keep them from increasing and may eventually destroy them. "
"Buttercup"	"Animals_Affected"	"Cattle, goats, horses"
"Buttercup"	"Distribution"	"The buttercups named above occur as frequent to common plants throughout the state. The small-flowered buttercup, often a troublesome weed, may be found in any location that is not very sandy or wet. The cursed buttercup is limited to the northern third of the state, where it may be abundant in ditches and springy places as well as in ponds. The swamp buttercup grows in wet woods everywhere in the state.
Several other kinds of buttercups, less abundant or less widely distributed, may be seen in other habitats or from place to place. The tall buttercup (Ranunculus acris L.), to which poisoning of stock is commonly attributed, occurs in northern and central Illinois as a plant introduced locally along highways and railroads. "
"Buttercup"	"state"	"Illinois"
"Carolina Pygmy Rattlesnake"	"Class"	"Animals"
"Carolina Pygmy Rattlesnake"	"Category"	"Snake"
"Carolina Pygmy Rattlesnake"	"Scientific_name"	"Sistrurus miliarius miliarius"
"Carolina Pygmy Rattlesnake"	"Size"	"The average size of a mature Carolina Pygmy Rattlesnake is 1 - 2 feet in length."
"Carolina Pygmy Rattlesnake"	"Description"	"The Carolina Pygmy Rattlesnake, often called the \Ground Rattler\, is a heavy-bodied snake. The body of the snake is grey or reddish. A red or rust colored stripe often runs along the spine. The snake is marked by dark brown or black blotches along its spine that appear to cover the red stripe. There is also one or two rows of dark brown or black blotches on its sides. There is a dark cheek-stripe on both sides of the head that starts at the eye and runs diagonally down and backwards to the jaw above the mouthline. The bottom of the cheek-stripe is often edged in white. The top of the head is often marked by two stripes that continue on to the neck. The end of the tail has a small rattle on it that is seldom lounder than a buzzing insect, and is often not heard or even seen.
The Carolina Pygmy Rattlesnake is categorized as one of several primitive rattlesnakes in the genus Sistrurus. Unlike other rattlesnakes, these rattlesnakes have 9 enlarged scales on the top of their head.
The Carolina Pygmy Rattlesnake has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The Carolina Pygmy Rattlesnake has a large, triangular head that is wider than the neck when viewed from above."
"Carolina Pygmy Rattlesnake"	"Distribution"	"In the United States, the Carolina Pygmy Rattlesnake is found in Alabama, Georgia, North Carolina, and South Carolina."
"Carolina Pygmy Rattlesnake"	"state"	"Alabama,Georgia,North Carolina,South Carolina"
"Castor Bean"	"Class"	"Plants"
"Castor Bean"	"Category"	"Plants"
"Castor Bean"	"Scientific_name"	"Ricinus communis"
"Castor Bean"	"Description"	"Castor bean is a herbaceous annual which can reach to nearly 15 feet tall when growing in open spaces in warm climates. Large leaves are alternate, palmately lobed with 5-11 toothed lobes. Leaves are glossy and often red or bronze tinted when young. Flowers appear in clusters at the end of the main stem in late summer. The fruit consists of an oblong spiny pod which contains three seeds on average. Seeds are oval and light brown, mottled or streaked with light and dark brown and resemble a pinto bean. The plant itself is fast growing, but the seeds require a long frost-free season in order to mature. 
Poisonous parts/ non-poisonous parts: Some non-poisonous parts are the oil that is extracted from the plant and processed seeds that have to go through a specific detoxification process(but both things have to be processed correctly for it to not be poisonous) the parts that are poisonous are the seeds if they are not processed properly and the leaves."
"Castor Bean"	"Clinical_Signs"	"Signs appear after a characteristic lag period of a few hours to days, usually between 12 hours and 48 hours. Signs support nausea and include evidence of abdominal pain, bloody diarrhea, tenesmus, and dehydration. Additional signs may be anorexia, cessation of rumination, excessive thirst, weakness, muscle twitching, dullness of vision, convulsions, dyspnea, opisthotonus and coma. At postmortem severe inflammation of the stomach and intestine are evident.
Sometimes convulsions and decreased tendon reflexes are observed. After convulsions, death may result from paralysis of the respiratory center. Artifical respiration may not preserve life for long because of rapid onset of concurrent vasomotor paralysis.
In ducks, there is an ascending paralysis which may be confused with botulism. Sometimes thousands of ducks as well as geese are poisoned.
For horses, signs include trembling, sweating, dyspnea, incoordination, vigorous heart contractions, shivering, cold extremities, depression, increased body temperature, weak pulse, constipation or diarrhea, and convulsions.
Cattle may have diarrhea stained with blood.
Pigs have frequent vomiting.
Poultry show signs of depression, roughened feathers, droopy wings, greyish wattles and combs, and emaciation. Egg production ceases and premature moulting may begin.
Some symptoms are nausea, violent vomiting, severe diarrhea, and abdominal pain, significant fluid loss from vomiting and diarrhea can lead to severe dehydration and low blood pressure, and hallucinations, convulsions, and seizures can occur in severe poisoning."
"Castor Bean"	"Toxic_Principle"	"The principle toxin of castor bean is ricin which is a lectin, also termed a toxalbumin. Ricin may comprise up to 3% of the seed weight. Toxalbumins are very toxic plant-derived compounds that combine carbohydrate and protein moieties or components. Ricin is water soluble and is not present in castor oil. Taken orally, ricin is readily absorbed from the stomach and intestine. Another phytotoxin in castor bean, ricinine, is reportedly goitrogenic, but the significance of this compound is not clearly established."
"Castor Bean"	"Conditions_of_Poisoning"	"All parts of the plants are toxic, but most dangerous are the seeds. The most susceptible animal species include cattle, horses, sheep, pigs, fowl, rabbits and other small animals. Seeds ingested at 0.2% of body weight have caused toxicosis in cattle and 0.01% of body weight was toxic to horses."
"Castor Bean"	"Control"	"Castor bean plants are grown largely as commercial and garden plants, and should not be planted in or near livestock enclosures. Plants may appear in the wild in areas of the south where the plant has become naturalized, and animals should not be allowed to graze in areas where the plant grows."
"Castor Bean"	"Treatment"	"Some things to do when you get poisoned are to get fresh air, remove your clothing that is contaminated, wash the exposed skin with soap and water, rinse your eyes and if you have blurry vision or you have a burning sensation, and throw away all of the contaminated items."
"Castor Bean"	"Animals_Affected"	"Ducks, horses, cattle, pigs, poultry"
"Castor Bean"	"Distribution"	"Castor bean is native to the tropics (Africa) but is planted as a garden plant throughout the U.S. for its large, striking appearance. It is now commerically grown in the U.S. in Illinois, Missouri, Kansas, Oklahoma, Oregon and California. As a result, it is naturalized in the south where winters are mild and most often is found near streambeds, dumping grounds, barnyards or along roadsides."
"Castor Bean"	"state"	"California,Illinois,Kansas,Missouri,Oklahoma,Oregon"
"Cat flea"	"Class"	"Bugs"
"Cat flea"	"Category"	"Fleas"
"Cat flea"	"Clinical_Signs"	"Look of bite:  Flea bites on cats often appear as pink bumps, scabs, or rashes
Feeling of bite: Flea bites are extremely itchy causing a lot of discomfort to your cat
Bites of cat fleas can be very annoying to humans because chemicals in flea saliva stimulate an immune response that causes itching. The same immune response can be much more severe in dogs and cats, possibly producing a serious allergic response known as flea bite allergy in susceptible pets."
"Cat flea"	"Treatment"	"Cure: Treatment options include anaesthetic creams and icepacks to reduce the swelling. Persistent flea infestations may need to be treated by a licensed pest control operator."
"Cellar spider"	"Class"	"Bugs"
"Cellar spider"	"Category"	"Spider"
